,name,city,income,credit_score,loan_amount,years_employed,points,loan_approved
1248,Christopher Barnes,Christinashire,61439,540,42793,22,35.0,False
1249,Mr. Christopher Evans,West Elizabeth,52782,801,42289,25,75.0,True
1250,Kimberly Phillips,North Sydney,102350,594,28498,28,65.0,True
1251,Matthew Wilson,Huberville,39838,655,46676,25,40.0,False
1252,Patricia Webb,Burkebury,50517,329,20066,17,40.0,False
1253,Stacy Patton,New Kelseyview,30350,625,27950,25,40.0,False
1254,Jessica Green,West Toddbury,83545,647,42698,2,45.0,False
1255,Jason Armstrong,New Jamie,89048,412,41193,39,40.0,False
1256,Larry Smith,Port Nicholasmouth,120357,661,37234,4,55.0,False
1257,Kelly Cox,East Mary,107832,705,48043,14,70.0,True
1258,Christopher Brooks,Lewisbury,91592,313,3364,1,40.0,False
1259,Kelsey Mason,Williamsport,68175,608,2588,14,65.0,True
1260,Melissa Johnson,Port Kristenfurt,34278,434,49531,17,25.0,False
1261,Angela Wagner,Smithside,60340,455,7262,37,45.0,False
1262,Cheyenne Obrien,Kristenchester,67762,824,49724,1,60.0,True
1263,Jimmy Garcia,Bennettchester,122662,395,15565,26,55.0,False
1264,Karen Velez,South Andre,67056,808,48681,25,75.0,True
1265,Pamela Klein,Walkertown,122141,706,16211,28,80.0,True
1266,Justin Day,Douglasland,142670,397,37758,10,50.0,False
1267,Tom Watkins,East Richardfort,89510,835,48384,36,80.0,True
1268,Amy Snyder,Collinsmouth,39329,454,3392,20,40.0,False
1269,Linda Savage,Hannahside,120096,800,36755,31,90.0,True
1270,Matthew Morris,Robertsonland,60595,407,28898,4,25.0,False
1271,Peter Martin,East Jamesville,64675,339,28799,31,35.0,False
1272,Robert Freeman,Rossport,133262,420,29539,18,55.0,False
1273,Shirley Nelson,Christinastad,133710,469,10274,18,60.0,True
1274,Christine Mendez,Aprilview,111927,783,31335,13,85.0,True
1275,Tammy Cortez,East Alice,107304,785,1643,20,95.0,True
1276,Chris Jones,West Jacquelineborough,116662,396,36240,29,50.0,False
1277,Antonio Harrison,North Michael,135369,531,23607,40,55.0,False
1278,Corey Mitchell,Silvaport,55928,676,41927,25,60.0,True
1279,Kristina May,North Brittany,85723,405,48884,13,40.0,False
1280,Dennis Garcia,Riverashire,45043,583,49317,39,40.0,False
1281,Kara Jackson,East Christopher,101376,450,10393,10,55.0,False
1282,Aaron Miller,East Williammouth,59466,735,44571,30,60.0,True
1283,Jonathan Wilson,Bennettfurt,114886,785,24264,19,90.0,True
1284,Emily Miller,East Sonia,49528,584,47618,9,35.0,False
1285,Kristina Henry,Ginaside,149067,745,43735,22,85.0,True
1286,Sean Wyatt,Jessicaborough,64816,495,26064,23,35.0,False
1287,Joseph Smith,Markstad,138348,559,33951,0,40.0,False
1288,Amanda Hill,Sandersview,48643,580,41977,3,30.0,False
1289,Samantha Roy,Osbornmouth,39359,802,12388,30,70.0,True
1290,Maria Gardner,North Mikeberg,37816,481,9627,5,25.0,False
1291,Ryan Brown,West Connorside,51747,584,13725,39,55.0,False
1292,Faith Powers,Rachaelburgh,133891,675,34838,0,60.0,True
1293,Jennifer Monroe,North Jameshaven,70319,451,48772,17,35.0,False
1294,Jeremy Hill,Lake William,107993,477,42635,0,35.0,False
1295,Justin Wilson,Carrollland,128167,774,6777,7,90.0,True
1296,Catherine Miller,Brittanytown,138034,473,1684,13,60.0,True
1297,Julia Wiley,West Mary,104607,495,49982,8,40.0,False
1298,James Mitchell,Donaldmouth,67828,723,15808,12,70.0,True
1299,Curtis Krause,Heidiview,87560,394,33105,22,45.0,False
1300,Hannah May,Gallegosburgh,46299,337,39353,24,25.0,False
1301,Keith Chaney,Reedport,91433,512,23425,32,45.0,False
1302,Natalie Adams,West Jeffery,120266,567,3060,7,55.0,False
1303,Lynn Alvarez,Willisstad,69857,686,44142,37,60.0,True
1304,Erica Garcia,Mistytown,121715,462,28617,30,55.0,False
1305,Elizabeth Owens,Port Andrew,82757,767,39900,36,75.0,True
1306,Monica Wells,West Jennifer,65683,645,32624,25,50.0,False
1307,Wesley Rich,South Ronaldview,95597,710,39867,1,50.0,False
1308,Christopher Turner,New Karen,100776,433,44477,21,45.0,False
1309,Amy Davis,Port Michael,94722,705,11835,29,75.0,True
1310,Charles Andrade,Kyleburgh,87377,541,14324,27,50.0,False
1311,David Cohen,Adamburgh,40543,652,7547,30,50.0,False
1312,Jennifer Lewis,Barnettmouth,108385,548,7279,24,60.0,True
1313,Phillip Anderson,Rachaelchester,35224,703,36003,4,40.0,False
1314,Michael Cordova,East Nicoleburgh,146578,540,25191,23,55.0,False
1315,Rodney Bishop,Melendezbury,86626,441,33764,12,45.0,False
1316,Eric Davis,Valdezchester,126276,454,19675,19,55.0,False
1317,Roberto Johnson,Whitefurt,72247,829,7975,29,85.0,True
1318,Hannah Oconnor,Laratown,109129,464,21907,8,50.0,False
1319,Janet Gibson,Valdezfurt,62816,732,4572,19,75.0,True
1320,Patrick Wilson,Shawfort,33390,643,36063,23,40.0,False
1321,Christopher Coleman,Bergland,41970,453,1455,21,40.0,False
1322,Michelle Scott,Grahammouth,60005,588,3611,7,60.0,True
1323,Julia Williams,Johnnymouth,118381,603,2542,34,75.0,True
1324,Edward Butler,Nguyenton,139570,414,24412,2,45.0,False
1325,Jennifer Thompson,East Jessicafort,142789,741,19002,22,90.0,True
1326,Melissa Sanchez,Williamsmouth,105392,681,3509,9,80.0,True
1327,Misty Burnett,South Williamland,106955,645,42729,19,65.0,True
1328,Alex Clements,Jenniferland,32719,743,8630,12,65.0,True
1329,Whitney Gilbert,Lake Lauren,130238,683,38574,30,75.0,True
1330,Timothy Hill,West Walter,118117,346,40624,25,50.0,False
1331,Megan Nelson,Clarkchester,137665,432,19007,17,55.0,False
1332,Richard Reid,East Jeffreymouth,65325,526,5176,39,50.0,False
1333,Michael Wilcox,Waltersmouth,105529,698,32169,35,75.0,True
1334,Gilbert Reed,Hernandezfort,35273,515,35880,10,25.0,False
1335,Dawn Johnson,Lake Tommystad,130022,385,14602,33,55.0,False
1336,Edgar Stewart,Johnsonshire,129125,470,41911,22,50.0,False
1337,Jennifer Hubbard,Angelafort,52962,540,25594,34,35.0,False
1338,Lawrence Atkinson,South Jefferyville,91669,596,12706,10,65.0,True
1339,Victoria Werner,Bellborough,98021,728,40272,17,65.0,True
1340,Jack Garcia,Wayneside,115394,701,15752,25,80.0,True
1341,John Mckenzie MD,South Keith,87963,845,22892,29,85.0,True
1342,Melinda Garcia,Mccannchester,66458,493,42708,1,20.0,False
1343,Brenda Harvey,New Ashleychester,53788,323,22300,39,35.0,False
1344,Keith Kennedy,West Andrewfurt,106720,823,13650,10,95.0,True
1345,Nathan Allen,Gilesborough,87132,630,9693,18,65.0,True
1346,Andre Lane,Sanchezmouth,113202,547,12591,29,55.0,False
1347,Ashley Munoz,Monicaburgh,136724,550,31291,4,45.0,False
1348,Andrew Rhodes,Atkinsland,94451,727,18041,34,75.0,True
1349,Ricardo Holland,South Timothyton,41959,599,27109,2,30.0,False
1350,Mitchell Hunt,Pattersonville,91605,406,10567,16,50.0,False
1351,Lauren Moody,West Robert,75607,647,10302,15,65.0,True
1352,Christine Davis,South Rachelfort,83523,550,18039,21,50.0,False
1353,Jeremy Cobb,Ashleyton,73687,443,10700,33,45.0,False
1354,Daniel Wood,Jenniferport,72081,462,38200,40,35.0,False
1355,Micheal Nunez,Lake Linda,117835,431,10602,38,60.0,True
1356,James Walsh,Port Jasonport,43710,451,39288,0,10.0,False
1357,Nathan Mcgee,Woodsburgh,142424,652,43195,9,60.0,True
1358,Kathryn Mills,Grimesfort,51079,473,35421,30,35.0,False
1359,Steven Smith,West Jeffreyborough,73228,529,10836,17,45.0,False
1360,Monica Wilson,West Victor,83955,312,49906,33,40.0,False
1361,Natalie Cox,South Conniemouth,120921,819,5403,17,100.0,True
1362,Kimberly Figueroa,Port Brianshire,94942,835,17251,15,90.0,True
1363,Patrick Norris,East Hannah,67777,767,12628,2,70.0,True
1364,Deborah Ramirez,Lake Mariah,116846,365,9686,33,60.0,True
1365,Daniel Sanchez,Marshallside,82488,352,21896,40,45.0,False
1366,John Ramos,Gonzalezside,136635,520,40209,31,50.0,False
1367,Adam Jordan,Lake Oliviaborough,129680,767,1032,16,95.0,True
1368,Lindsay Vasquez,West William,102102,826,19596,19,95.0,True
1369,Joseph Peterson,Connieville,34809,486,32954,0,10.0,False
1370,William Ruiz,East Cameron,89614,742,45104,19,75.0,True
1371,Scott Peterson,East Kimberly,41542,537,14973,19,30.0,False
1372,Erica Moreno,Lake Kevinborough,71224,458,22218,10,40.0,False
1373,James Jackson,New Elaine,63082,633,34847,30,50.0,False
1374,Rachel Chan,Jeremyview,72372,783,20897,23,75.0,True
1375,Gene Gomez,Shannonchester,45194,702,28336,0,35.0,False
1376,Jennifer Schmitt,Debbieberg,131259,767,18970,1,75.0,True
1377,Christina Bates,Kennethstad,82976,324,22092,27,45.0,False
1378,Erika Castro,Port Jason,143365,815,29842,17,95.0,True
1379,David Nguyen,Davidshire,97449,781,4014,24,90.0,True
1380,Susan Tucker,Valerieshire,138124,684,4887,6,80.0,True
1381,Grant Medina,Mcleanville,30150,783,9800,4,55.0,False
1382,Reginald Gutierrez,Port Edward,116200,606,38623,12,65.0,True
1383,Jessica Murphy,Angelaport,143949,322,10205,4,50.0,False
1384,Melissa Stevenson,Rebeccamouth,101118,519,13067,20,55.0,False
1385,Joel Cook,Jonathantown,90552,443,8811,26,55.0,False
1386,Robert Yates,New Nathanielshire,84165,747,3102,32,90.0,True
1387,Erin Ryan,Baileyland,37104,377,38047,5,20.0,False
1388,Phyllis Schmidt,New Sandraborough,54586,374,45823,27,35.0,False
1389,Julie Preston,Lake Mark,97952,486,43456,36,40.0,False
1390,Joseph Schwartz,Prestonfurt,77419,600,1416,39,70.0,True
1391,Alicia Perez,Hernandezbury,111609,634,35889,29,65.0,True
1392,Christina Underwood,Patriciashire,129148,456,13376,9,50.0,False
1393,Christopher Johnson,Port Davidstad,95338,370,22460,20,50.0,False
1394,William Hall,Port Michael,111973,440,29812,7,45.0,False
1395,Jaime Wallace,South Brandon,87939,749,27160,12,80.0,True
1396,James Olsen,East Williamshire,129613,828,8975,10,100.0,True
1397,Barbara Burns,Karamouth,36764,725,13516,13,55.0,False
1398,Dr. Heather Scott,South Allenfurt,56680,730,27234,6,55.0,False
1399,Tracy Copeland,Bautistaport,65003,534,46954,5,30.0,False
1400,Rhonda Liu,West Jessicamouth,101987,346,10223,15,55.0,False
1401,Adam Stone,Lake Terry,47172,339,5009,38,35.0,False
1402,Sharon Guerrero,Christinaburgh,67752,729,12299,11,70.0,True
1403,Traci Harmon,West Natasha,87424,412,11641,1,35.0,False
1404,Mr. Mario Stout III,Anthonytown,145454,639,2867,30,75.0,True
1405,Shane Mcintyre,New Nicholashaven,121521,473,11365,6,55.0,False
1406,Steven Davis,North Tanyamouth,93532,725,36174,28,70.0,True
1407,Larry Walsh,Thomasview,45915,431,22160,34,25.0,False
1408,Louis Moran,Vasquezshire,33783,500,9246,14,30.0,False
1409,Renee Thomas,Lake Codyfurt,112578,589,41305,6,60.0,True
1410,David Blair,Markmouth,109806,832,34875,36,90.0,True
1411,Debra Lam MD,Donnashire,134767,335,26233,40,55.0,False
1412,Craig White,Lake Austin,61365,543,11609,25,45.0,False
1413,Kenneth Webb,Jacobshire,123032,715,30629,13,80.0,True
1414,Dennis Gonzales,Dianahaven,50758,645,23102,11,50.0,False
1415,Mary Barnett,Kathrynview,70730,364,24948,27,40.0,False
1416,Traci Martinez,South Maria,102199,423,37075,18,50.0,False
1417,Gregory Chavez,Port Teresaburgh,31792,707,34482,12,50.0,False
1418,Michael Parsons,Lake Julie,102384,838,40382,9,85.0,True
1419,Kerry Williams,Amberhaven,83476,470,25541,10,45.0,False
1420,Christopher Walters,Port Sarah,42217,455,36443,39,25.0,False
1421,Dale Williams,Phillipshaven,59451,731,32230,29,60.0,True
1422,Nathan Evans,West Jeanetteport,140284,513,49068,39,50.0,False
1423,Andrea Fischer,East Timothy,149659,464,16890,25,55.0,False
1424,Maria Myers,East Mary,44871,372,15831,17,30.0,False
1425,James Barber,East Scott,90482,582,22461,0,50.0,False
1426,Kelly Warren,Hallmouth,45396,605,9183,34,50.0,False
1427,Jordan Jones,Nancyton,114896,690,17741,7,75.0,True
1428,Jessica Jackson,Blakebury,139070,835,7753,5,95.0,True
1429,Miss Linda Cox DVM,Copelandchester,50181,731,4712,40,75.0,True
1430,Randy Kirby,Rebeccahaven,95323,636,28501,16,60.0,True
1431,Mrs. Ashley Shaffer,New Troy,123926,744,44622,17,85.0,True
1432,Richard Erickson,Obrienfurt,68254,343,40430,6,30.0,False
1433,Rebecca Finley,North Tammybury,96698,669,39018,38,55.0,False
1434,James Garner,Deborahmouth,122459,771,38574,33,85.0,True
1435,James Trujillo,Caldwelltown,65838,521,38154,11,35.0,False
1436,Tracy Garcia,Phammouth,84459,559,24500,22,45.0,False
1437,Vincent Hill,West Stephenview,139408,464,14721,35,55.0,False
1438,Kimberly Morris,Mullinsburgh,93242,811,6824,21,95.0,True
1439,Joshua Trujillo,West Maria,91894,403,48313,5,35.0,False
1440,Emily Crawford,Port Patrick,61946,571,47359,31,35.0,False
1441,Robert Huang,East Marcus,89871,414,13438,37,50.0,False
1442,Jonathan May,Katherineside,102255,482,27081,39,50.0,False
1443,Christina Davis,Phelpsberg,48958,648,35919,22,40.0,False
1444,Thomas Garcia,Christinaland,80277,631,15734,28,65.0,True
1445,Danielle Moore,Anthonybury,54983,524,17079,14,40.0,False
1446,Robert Thomas,Johntown,108561,794,29767,26,85.0,True
1447,Yvette Lee,Port April,96616,709,42107,36,65.0,True
1448,Veronica Francis,Lindaview,127818,741,25263,23,90.0,True
1449,Taylor Flores,Chaseberg,145255,629,47034,15,65.0,True
1450,Lauren Davis,Nicholsville,47892,533,48192,22,25.0,False
1451,Maria Spencer,South Joseph,143249,354,31162,39,55.0,False
1452,Kevin Brown,North Ann,39150,358,23780,30,25.0,False
1453,Brittany Fleming,Lake Joshuaview,66208,328,47767,38,35.0,False
1454,Michael Bender DVM,Lake Shannon,131276,611,22661,14,70.0,True
1455,Sherri Shah,Port Amber,133547,622,1444,39,75.0,True
1456,Paul Matthews,New Brycechester,141989,465,49008,12,50.0,False
1457,Kyle Blake,Port Howard,84387,806,48753,7,75.0,True
1458,Brandon Powell,Ballardfurt,74548,785,10077,21,80.0,True
1459,Eric Thompson,Kochfort,133247,392,13095,16,60.0,True
1460,Darrell Duke,West Shannonville,96550,836,17893,1,75.0,True
1461,Amy Hawkins,Codytown,65018,841,1824,0,75.0,True
1462,Eric Marsh,Micheleburgh,137551,493,42712,39,50.0,False
1463,Mr. William Davis DDS,New Neil,30336,481,29881,11,25.0,False
1464,Robin Wallace,New Pamelaville,67072,619,20099,6,50.0,False
1465,Christopher Stone,South Jamesberg,125164,645,30797,35,70.0,True
1466,Rachel Raymond,West Johnberg,69132,545,33162,12,35.0,False
1467,Amanda Brown,Cochranshire,139769,401,35068,5,45.0,False
1468,Erica Rose,Shermanborough,106931,589,21992,8,65.0,True
1469,Craig Raymond,Powellfurt,106011,384,33143,1,35.0,False
1470,Frank Webb MD,Gayport,116499,356,35573,2,40.0,False
1471,Brandon Mcclain,Lake Lee,94178,349,36015,1,30.0,False
1472,Eric Lopez,Port Marciachester,143411,820,35339,11,95.0,True
1473,Melanie Williams,North Stephen,49476,490,15520,20,30.0,False
1474,Dalton Clark,North Sandraborough,88529,419,20034,0,35.0,False
1475,Mary Herman,Traceyfurt,100592,533,25365,25,50.0,False
1476,Charles Sanchez,Nicolechester,93483,617,14426,17,65.0,True
1477,Adam Colon,Ramirezborough,75236,799,17608,38,85.0,True
1478,Michael Williams,Andersonbury,73573,372,42785,7,30.0,False
1479,Steven Freeman,New Mark,102340,562,45623,25,45.0,False
1480,Dustin Foley,Danielville,129991,704,14246,5,75.0,True
1481,Kathleen Martinez,South Timothyville,101228,534,3492,24,60.0,True
1482,Phillip Drake,South Christina,79441,748,49388,9,70.0,True
1483,Randy Bates,Port Jason,89682,625,3867,36,70.0,True
1484,Christian Villarreal,Sandrastad,72176,773,14149,3,70.0,True
1485,Christian Carter,East Jackborough,143980,643,44123,28,65.0,True
1486,Jeremiah Bridges,Angelaberg,54727,625,4716,7,60.0,True
1487,Jennifer Ferguson,Lake Sarah,121422,679,3518,9,80.0,True
1488,Melinda Smith,New Brianfurt,61300,422,15714,40,40.0,False
1489,Joshua Smith,Pinedafurt,104946,589,45932,39,60.0,True
1490,Thomas Young,Salazarstad,80196,765,32400,9,70.0,True
1491,Shawn Walker,Danaburgh,60613,697,17856,10,65.0,True
1492,Alex Trujillo,North Steve,142199,532,27360,8,50.0,False
1493,Heather Mcmahon,Stephensonmouth,131652,763,30090,24,90.0,True
1494,George Ortega,Lake Alyssa,83841,551,15218,12,50.0,False
1495,Tiffany Daniel,Rachelside,35720,718,25563,19,50.0,False
1496,Charles Rodriguez,Evanschester,71704,352,14068,13,45.0,False
1497,Steve Keller,Whitemouth,127609,324,46479,13,50.0,False
1498,Michael Nelson,Lake Richard,91993,502,10875,26,50.0,False
1499,David Rodgers,Stewarthaven,122435,336,45314,6,45.0,False
1500,Angelica Smith,West Melissamouth,149725,665,14304,9,70.0,True
1501,Elizabeth Jones,Brandymouth,136352,786,23191,11,90.0,True
1502,Brian Hoffman,East Robert,79968,845,41520,26,80.0,True
1503,Juan Harrison,Hannahbury,80604,416,44507,9,35.0,False
1504,Anne Williams,Kennedyfort,116991,474,2307,37,60.0,True
1505,Sabrina Galvan,South Patricia,133860,803,45024,36,90.0,True
1506,Gerald Miller,Caseyberg,137577,607,45392,25,65.0,True
1507,Ashley Donovan,Lake Malik,115461,385,24246,38,55.0,False
1508,Mrs. Lisa Garza,West Melissa,49936,496,34647,17,25.0,False
1509,Dr. Allison Flores,North Debra,94923,613,18243,28,65.0,True
1510,Gail Nelson DVM,Hopkinsmouth,34852,332,9562,39,30.0,False
1511,Kenneth Turner,South Norman,46547,336,46566,17,25.0,False
1512,Gabriela Pratt,Russellmouth,95836,435,23691,16,50.0,False
1513,Katherine Adams,Sellersland,107356,626,34344,7,60.0,True
1514,Carl Gill,North Gregory,73515,366,11092,36,45.0,False
1515,Peggy Shields,Lake Alexandermouth,143993,372,11239,37,60.0,True
1516,Shelby Murray,Kristiville,43154,424,4680,8,30.0,False
1517,Paul Miller,Lake Stephanietown,144581,743,45931,14,85.0,True
1518,Mitchell Hughes,South Lisa,140761,807,40679,11,90.0,True
1519,Nicholas Vargas,South Jacksontown,87711,381,12524,12,50.0,False
1520,Shawn Johnston,Lake David,43069,377,13333,11,30.0,False
1521,Nicole Perez,Reidshire,98937,603,40423,26,55.0,False
1522,Donna Simmons,Jillhaven,149333,307,43915,16,50.0,False
1523,Christopher Brown,Cooperton,89890,740,6239,28,90.0,True
1524,Patrick Davis,Helenland,32011,568,48654,20,25.0,False
1525,Patrick Castillo,Evansfort,124692,620,36777,12,65.0,True
1526,Christopher Vazquez,Marshallmouth,48894,632,27426,29,40.0,False
1527,Julie Hernandez,Barnestown,83736,442,21756,24,45.0,False
1528,Lynn Ross MD,East Brittany,144154,488,15220,6,50.0,False
1529,John Nelson,North Tyler,115823,462,20891,35,55.0,False
1530,Colton Lawson,Reynoldsburgh,50232,799,44633,3,60.0,True
1531,Brian Benton,Franklinberg,39807,540,34997,31,25.0,False
1532,Christopher Mccoy,Carrberg,91537,842,19474,21,90.0,True
1533,Renee Shields,Annettefort,132436,364,2160,28,60.0,True
1534,David Blackburn,Port Rachel,64737,787,19384,35,75.0,True
1535,Riley Hale,West Kimberly,74375,534,47406,37,35.0,False
1536,Robin Wright,Zamoramouth,111691,823,7264,24,100.0,True
1537,Loretta Miller,Fordview,120794,368,30457,24,50.0,False
1538,Raven Hill,West Melanie,82098,360,32047,15,45.0,False
1539,Aaron Kelly,Hoffmanview,115175,627,32765,20,65.0,True
1540,Kimberly Holloway,New Cassie,40527,602,49065,3,30.0,False
1541,Chloe Lindsey,Johnfurt,141642,733,46917,0,60.0,True
1542,Dan Phillips,Lake Dawnchester,73065,380,25158,29,40.0,False
1543,Wendy Griffin,Petersmouth,141718,621,8061,17,75.0,True
1544,Craig Obrien,Frankberg,118389,630,2111,7,70.0,True
1545,Gabriel Woods,West Marie,142635,684,37053,1,60.0,True
1546,Maria Foster,Christieton,99942,589,22234,36,65.0,True
1547,Michelle Crawford,East Edwardhaven,79808,467,47783,15,40.0,False
1548,Isaac Kelly,South Matthewland,71505,804,27251,34,80.0,True
1549,Jason Clarke,New Mackenzie,112155,512,30392,10,50.0,False
1550,Thomas Green,North Deanna,124203,324,4439,14,60.0,True
1551,Andrew Blake,Port Devin,146318,627,22164,24,70.0,True
1552,Meagan Smith,Travischester,129536,369,3629,12,60.0,True
1553,Christine Aguilar,West Jacquelineshire,93956,676,34367,10,70.0,True
1554,Christian Smith,Josephstad,144344,823,26455,10,95.0,True
1555,Nicole Scott,West Rachael,100912,702,8809,18,85.0,True
1556,Jeremy Faulkner,Harrisville,34705,342,26392,6,20.0,False
1557,Shelly Gonzalez,Marissaborough,110931,610,24654,29,70.0,True
1558,Mark Knight,Jaytown,38968,617,1810,13,55.0,False
1559,Shannon Clark,Cortezmouth,60771,700,40440,10,60.0,True
1560,Karen Carlson,North Christina,112727,300,3044,39,60.0,True
1561,Adam Hill,West Seanshire,119705,463,7372,3,50.0,False
1562,Matthew Maddox,Charleschester,67667,322,20494,2,30.0,False
1563,Elizabeth Baker,North Samantha,59817,331,32228,11,35.0,False
1564,Brandon Young,Josephshire,127880,791,5147,9,90.0,True
1565,James Bennett,South Ryanmouth,41846,722,12470,0,40.0,False
1566,Diana Campbell,Harrisview,86881,324,44990,17,40.0,False
1567,Chelsea Norris,Lake Bradleyshire,42903,745,37630,31,60.0,True
1568,Michelle Newton,Michaelstad,129663,767,31964,34,90.0,True
1569,Matthew Watson,West Jill,113066,655,27673,11,70.0,True
1570,Jacqueline Lucero,Dylanfort,122260,717,24614,27,80.0,True
1571,David Taylor,Debbiemouth,144370,468,3802,21,60.0,True
1572,Shannon Weber,Amberburgh,43173,442,14488,25,30.0,False
1573,Jason Rodriguez,New Daletown,88153,560,37074,10,40.0,False
1574,Melinda French,Wilsonstad,51805,704,35283,25,60.0,True
1575,Gregory Russell,East Daniellemouth,120964,459,46478,12,50.0,False
1576,Stephanie Costa,South Drewland,69251,613,16848,25,60.0,True
1577,Daniel Little,North Allen,148413,602,8934,13,75.0,True
1578,Ricardo Jones,Shaunville,33794,732,24430,25,50.0,False
1579,Kyle Cooper,Jaredchester,36028,789,42629,39,60.0,True
1580,Meghan Rowland,Florestown,72516,561,46916,30,35.0,False
1581,Janet Ryan,South Haleystad,134352,802,2790,24,100.0,True
1582,John Bullock,Kingland,37355,384,17081,40,25.0,False
1583,Jordan Curry,New Tracey,68452,335,22159,19,40.0,False
1584,Michele Hayes,Davisberg,76984,328,34180,28,40.0,False
1585,Christopher Hill,Solisside,79131,349,17593,37,50.0,False
1586,Jose Thompson,Carterburgh,86450,340,20024,38,50.0,False
1587,Brian Moore,East Timothybury,49080,305,26382,11,25.0,False
1588,Amanda White,Michelleshire,62007,805,15990,28,80.0,True
1589,Carlos Irwin,South Tylerchester,99621,321,47426,33,40.0,False
1590,Isabella Stephens,Wellsview,84008,746,37522,27,75.0,True
1591,Brandon Rich,Thomashaven,104177,549,10012,7,55.0,False
1592,Brandon Lopez,South Donna,119364,682,37527,16,75.0,True
1593,Wesley Douglas,Wilsonton,133877,537,14267,9,50.0,False
1594,Paul Myers,Briantown,53600,415,35377,17,35.0,False
1595,Alexa Beard,West Samantha,52280,791,14995,12,75.0,True
1596,Karen Lewis,South Angela,52946,372,10575,8,40.0,False
1597,Brianna Hodges,Palmerland,40350,468,17191,40,25.0,False
1598,Sara Ward,Port Jose,109887,361,29303,2,40.0,False
1599,Phyllis Johnson,Peterbury,144142,430,32415,39,55.0,False
1600,Katrina Russell,East Carol,80140,594,33580,4,45.0,False
1601,Andre Jones,Lake Patriciaberg,111226,340,25216,17,55.0,False
1602,John Roman,Kevinside,119539,634,21194,30,70.0,True
1603,Jasmin Pitts,South Matthew,61566,801,23440,34,80.0,True
1604,Lynn King,Sarahport,95230,825,15931,20,90.0,True
1605,Erika Allen,West Teresa,149646,496,22954,33,55.0,False
1606,Diana Harper,Port Chloe,106435,442,46110,18,45.0,False
1607,Michael Marquez,Jamesmouth,48758,832,12364,7,65.0,True
1608,Sherri Little,New Kristy,60433,645,12998,31,60.0,True
1609,Judy Peterson,Catherineview,90443,427,25678,35,45.0,False
1610,Mrs. Chelsea Villa,Gibsonside,113611,583,34496,36,65.0,True
1611,Derek Jarvis,Larsonfort,63289,747,26354,20,70.0,True
1612,Christopher Ward,North Melanieview,90236,410,36945,34,40.0,False
1613,Richard Frost,Harrisshire,63466,361,1645,7,45.0,False
1614,Marcus Ramirez,Allenbury,117404,573,37216,22,50.0,False
1615,Brittany Spencer,Kathrynburgh,31231,692,14313,34,50.0,False
1616,Tiffany Davis,Lisaville,147821,397,17134,26,55.0,False
1617,Joe Martin,East Joshua,135464,303,16648,19,55.0,False
1618,Scott Atkinson,Lewisville,90981,383,27773,28,45.0,False
1619,Patrick Cruz,Johnsonview,148123,510,45126,31,50.0,False
1620,Shaun Peterson,South Williamfurt,67700,752,40751,13,70.0,True
1621,Michael Burke,Jacksonfurt,118815,512,15282,20,55.0,False
1622,Donald Espinoza,South Caroline,101643,780,2590,36,95.0,True
1623,Michael Chavez,South Ashleystad,50706,690,2343,31,75.0,True
1624,Jeremy Coleman,Scottbury,39681,575,25025,16,25.0,False
1625,Christopher Nash,Port Barry,87898,690,24892,3,60.0,True
1626,Ann Moon,New Heatherton,75293,556,6194,33,55.0,False
1627,Jody Carter,Ramirezburgh,107014,534,27834,19,50.0,False
1628,Austin Wiggins,New Diamondburgh,69210,595,36909,30,50.0,False
1629,Stephanie Young,New Jennifer,113746,368,7652,17,60.0,True
1630,Philip Cummings,New Sarah,85615,551,1573,20,55.0,False
1631,Pamela Palmer,New Williamton,120480,703,9844,10,85.0,True
1632,Christopher Anderson,Audreyview,62780,773,17108,29,75.0,True
1633,Brian Wright,North Tonyaberg,89878,300,19822,29,50.0,False
1634,Katherine Webster,Onealmouth,140795,832,24195,38,95.0,True
1635,Sara Sullivan,Alexandrachester,69599,470,33974,31,35.0,False
1636,Andrew Jones,Meaganville,56111,722,26072,24,60.0,True
1637,Alexander Freeman,East Ryanberg,80422,760,39694,8,70.0,True
1638,Elizabeth Sanchez,East Rebeccaview,141848,798,27164,29,90.0,True
1639,Jacqueline Harris,South Susan,93335,551,10537,40,50.0,False
1640,Elizabeth Brown,Blankenshipchester,43979,379,40206,18,25.0,False
1641,Jose Woods,Jonesmouth,61091,498,21338,32,40.0,False
1642,Willie Thomas,Brianhaven,79986,523,42331,33,40.0,False
1643,Jerry Cook,Reedmouth,104963,591,25115,3,60.0,True
1644,Laurie Stephenson,Hamiltonhaven,77049,337,44667,35,40.0,False
1645,Lacey Jones,Port Nicholas,105341,750,48936,40,80.0,True
1646,Charles Herman,New Patrickfurt,68780,525,3745,2,40.0,False
1647,Troy Lee,South Lauren,121655,455,28978,35,55.0,False
1648,Wanda Clark,East Micheleview,68696,794,5331,14,85.0,True
1649,William Buckley,Wilsonmouth,32875,650,41422,23,40.0,False
1650,Tina Scott,Crystalmouth,138794,839,11197,37,100.0,True
1651,Diana Wheeler,East Lisa,116275,744,32679,17,85.0,True
1652,Jordan Porter,Williamsshire,81879,607,17884,6,60.0,True
1653,Kristen Richard,East Steven,65976,456,7461,34,45.0,False
1654,Jennifer Ross,Kerrybury,31061,466,41832,30,25.0,False
